Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country,latitude,longitude
醒侨校友会,Persatuan Bekas Murid Sekolah Seng Keow Kampung Pertama Seberang Perai Tengah,,SRJK (C) Seng Keow Kampung Pertama,Penang,文教,94,Malaysia,5.3959122,100.4115324
威省峇东埔励侨校友会,Persatuan Bekas Murid-Murid Sekolah Lay Keow Pmtg Pauh,,"2, Tingkat Samagagah, 13500 Permatang Pauh, Province Wellesley.",Penang,文教,94,Malaysia,5.4137778,100.4129196
文明校友会,Persatuan Murid-Murid Sekolah Boon Beng,,"1404, Jalan Besar, 14100 Simpang Ampat Seberang Perai Selatan.",Penang,文教,94,Malaysia,5.3152252,100.4435982
威省平民校友会,Persatuan Bekas Murid-Murid School Peng Bin Bukit Tengah Seberang Perai,,"491, Sungai Rambai, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia,5.3642641,100.4536586
大山脚双溪南湄大伯公（福德祠）,Persatuan Penganut Dewa Tua Pek Kong （Hock Teik Si） Sg. Rambai Seberang Perai Tengah,,"421 Sg. Rambai Bukit Mertajam, Seberang Perai Tengah.",Penang,宗教,109,Malaysia,5.3641641,100.4536586
威省韩江校友会,Persatuan Bekas Murid-Murid Han Chiang Seberang Prai,,"12, Jalan Ciku, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia,5.3666913,100.459926
威省大山脚金星校友会,Persatuan Bekas Murid-Murid Sekolah Kim Sen,,"2422, Jalan Kulim, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia,5.3524922,100.4741773
威省励志校友会,,Lee Chee School Ex-Pupils Association,"2281, Jalan Raya, Tasek Gelugor, 13300 Seberang Perai.",Penang,文教,94,Malaysia,5.494767,100.5127381
威省爪夷崇光校友会,Persatuan Bekas Murid-Murid Sekolah Chong Kuang,,"1177, Kampong Wellesley, 14200 Sg. Bakap, Seberang Perai Selatan.",Penang,文教,94,Malaysia,5.2120068,100.5186385
蓬仙道阁太上老君神坛,Pertubuhan Penganut Dewa Tai San Lau Kuan Seberang Perai Selatan,,"No.930, Kg. Wellesley Sg. Bakap, Sg. Jawi, Seberang Perai Selatan.",Penang,宗教,115,Malaysia,5.2119068,100.5186385
威中双溪仑武华小校友会,Persatuan Bekas Murid-Murid SJK(C) Kampung Sg. Lembu Bukit Mertajam ,,"No.347, Kampung Sg. Lembu, Bukit Mertajam.",Penang,文教,94,Malaysia,5.367662,100.522235
大山脚双溪武福德正神,Pertubuhan Penganut Dewa Hock Teck Chin Sin Sg. Lembu Bukit Mertajam Seberang Perai Tengah.,,"490 Jalan Lurus Lot 635, MK18, Sg. Lembu, Bukit Mertajam.",Penang,宗教,109,Malaysia,5.367562,100.522235
育才校友会,Persatuan Bekas Murid-Murid Sekolah Yu Chye,,"490, Kuala Sungai Pinang, 11000 Balik Pulau, Pulau Pinang.",Penang,文教,95,Malaysia,5.39294,100.2036769
天后宫理事会,"Pertubuhan Penganut Thean Hor Keong, Kuala Sg. Pinang, Pulau Pinang (1991)",,"Kuala Sg. Pinang, Balik Pulau, Pulau Pinang.",Penang,宗教,117,Malaysia,5.39284,100.2036769
板厂面大伯公,Pertubuhan Penganut Dewa Tua Peh Kong (Ban Chang Mien),,"No.545, MK16, Jalan Balik Pulau, 11500 Ayer Itam, Pulau Pinang.",Penang,宗教,95,Malaysia,5.4003307,100.2738878
中山校友会,,Chang Shan School Union,"564, Bayan Lepas, 11900 Pulau Pinang.",Penang,文教,95,Malaysia,5.3331774,100.3066084
爱莲玉宝石仙岩大伯公广福庙,Poh Cheok Sian Gum Tua Peh Kong Kung Hock Temple,,"C/o 2-A, Lorong Delima 6, 11700 Island Glades, Pulau Pinang.",Penang,宗教,95,Malaysia,5.3820388,100.3042103
修道院华校校友会,Persatuan Bekas Murid-Murid Convent(China) : Dato Kramat,,"421 Dato Kramat Road, Pulau Pinang.",Penang,文教,95,Malaysia,5.412028,100.3181249
英华学校校友会,,Anglo Chinese School Union,"495-J, Penang Road.",Penang,文教,95,Malaysia,5.4161761,100.3296607
颍川校友会,Persatuan Murid-Murid Tua Sekolah Eng Chuan Pulau Pinang,,"No.24, Seh Tan Court, Pulau Pinang.",Penang,文教,95,Malaysia,5.41359,100.336133
中华公校校友会,,Chung Hwa Public School Ex-Students' Association Butterworth,"No.47, Tingkat Molek, Bagan Ajam, Butterworth, Seberang Perai.",Penang,文教,95,Malaysia,5.4366762,100.3798268
真光校友会,Persatuan Murid-Murid Tua Sekolah True Light Kg. Juru Seberang Perai,,"SRJK(C) True Light Kg. Juru, Simpang Ampat.",Penang,文教,95,Malaysia,5.3157293,100.4461817
宝珠社,Poe Choo Seah,,"No.51, King Street, Pulau Pinang.",Penang,宗教,96,Malaysia,5.4178151,100.3397563
北海凤山寺包公,Pertubuhan Penganut Dewa Feng Shan Si Bao Gong Butterworth,,"No.1135, Kg. Jawa, 12000 Butterworth, Seberang Perai Utara.",Penang,宗教,96,Malaysia,5.401872,100.3713451
北海德教会紫道阁,Persatuan Pendidikan Akhlak Che Tao Khor Butterworth,,"12, Jalan Bagan Baru Satu, 12000 Butterworth.",Penang,宗教,96,Malaysia,5.405812,100.371782
北海船仔头天福宫,Rumah Berhala Thean Hock Keong,Thean Hock Keong Temple,"Jalan Pantai Bersih, Bagan Ajam, 13000 Butterworth, Pulau Pinang.",Penang,宗教,96,Malaysia,5.4432202,100.379138
北海福德祠暨中元盂兰胜会,Persatuan Penganut Dewa Hock Teik Soo Dan Tiong Guan Butterworth Section,,"Lot 3214, Lorong Bulan l, Taman Bagan Ajam, Butterworth.",Penang,宗教,96,Malaysia,5.4361964,100.3811298
北海斗母宫(1985),Rumah Berhala Tow Boo Kong (1985) Butterworth Seberang Perai,,"Lot 896 MK14, Jalan Raja Uda, Butterworth.",Penang,宗教,96,Malaysia,5.4402723,100.3875169
北海福德祠,Pertubuhan Penganut Hock Teik Su Butterworth Seberang Perai,,"No.l63, Permatang Tengah Mukim 9, Butterworth.",Penang,宗教,96,Malaysia,5.448892,100.38811
北海福德正神,Persatuan Penganut-Penganut Hock Teik Cheah Sin Butterworth,,"No.6, Jalan Cantik, Butterworth.",Penang,宗教,96,Malaysia,5.4380809,100.388192
北海海南昭应庙,Pertubuhan Penganut Dewi Hainan Chao Ying Miao Butterworth,,"3029 Jalan Acham, Butterworth.",Penang,宗教,97,Malaysia,5.4380309,100.388242
槟城菩提学院,Phor Tay Huck Ee (Phor Tay Institution) Penang,,"No.19-A, Bagan Jermal Road, Butterworth.",Penang,宗教,103,Malaysia,5.4379809,100.388192
双溪浮油义务消防队,Persatuan Bomba Sukarela Sg. Puyu Butterworth,,"No.263, Jalan Besar, Sg.Puyu, Butterworth.",Penang,慈善福利,134,Malaysia,5.4380309,100.388142
北海甘光新芭福德宫,Persatuan Penganut Dewa Hock Teik Kong Kg. Simpah Butterworth,,"773 Kg. Simpah, 12300 Butterworth.",Penang,宗教,96,Malaysia,5.42741615,100.3903369
北海十九廊凤山殿,Pertubuhan Penganut Dewa Feng Shan Dian Permatang Lanjut MK 14 Seberang Perai Utara,,"Lot PT2, Bagan Lalang, Kg. Simpah, Butterworth.",Penang,宗教,98,Malaysia,5.42731615,100.3903369
北海佛教会,Persatuan Ugama Buddha Butterworth,Butterworth Buddhist Association,"7156, Tingkat Mak Mandin 3, Mak Mandin, 13400 Butterworth, Pulau Pinang.",Penang,宗教,96,Malaysia,5.423767,100.3924298
北海苦僧寺,The Ku Cheng Tse Temple Butterworth,,"1350, Jalan Bagan Jermal, 12300 Butterworth.",Penang,宗教,97,Malaysia,5.4344172,100.379897
北海灵应社,Persatuan Leng Eng Seah Butterworth,,"Lot 2227, Mk 14, Jalan Raja Uda, 13000 Butterworth.",Penang,宗教,97,Malaysia,5.4150548,100.3794281
北海峇眼亚尖市区盂兰胜会,Pertubuhan Perayaan Yee Lan Pekan Bagan Ajam Butterworth,,"3725 Bagan Ajam, Butterworth.",Penang,宗教,97,Malaysia,5.443206,100.380375
天福宫,Theam Hock Keong,,"3676, Bagan Ajam, 13000 Butterworth.",Penang,宗教,116,Malaysia,5.443106,100.380375
北海甘光新芭拿督公,Pertubuhan Penganut Dewa Dato Kong Kg. Simpah Jalan Kemuning Butterworth,,"No.1, Jalan Chempaka Raja Uda, Butterworth, Seberang Perai Utara.",Penang,宗教,97,Malaysia,5.4391971,100.3812811
北海峇东丁雅村福德祠,Pertubuhan Penganut Hock Teik Su Butterworth,,"163, Permatang Tengah Mk-9, 13000 Butterworth.",Penang,宗教,97,Malaysia,5.4443957,100.3873869
北海麦曼珍福徳祠,Pertubuhan Penganut Hock Teik Soo Mak Mandin Butterworth Seberang Perai,,"No 1070/1, Mak Mandin, Butteworth.",Penang,宗教,97,Malaysia,5.424444,100.392863
北海麦曼珍组屋盂兰胜会,Pertubuhan Perayaan Teong Guan Yee Lan Sen Hoay Rumah Pangsa Mak Mandin Butterworth,,"Bilik Perpaduan Rumah Pangsa Mak Mandin Butterworth, Seberang Perai Utara.",Penang,宗教,97,Malaysia,5.420697,100.395955
北海峇眼拉浪盂兰胜会及济公活佛,Pertubuhan Perayaan Yee Lan Sen Hoay Dan Chey Kong Hua Hood Bagan Lallang Butterworth,,"3828 Permatang Lanjut, Bagan Lallang, Butterworth.",Penang,宗教,97,Malaysia,5.4300802,100.3971433
北海南天宫济公活佛,Pertubuhan Penganut Dewa Lam Then Keon Cher Kong Wa Hood Butterworth,,"No.1405, Bagan Dalam, Butterworth.",Penang,宗教,98,Malaysia,5.394903,100.3707112
北海普善堂,Phoo Shan Than Butterworth,,"4075, Kampung Benggali, 12000 Butterworth, Pulau Pinang, Malaysia",Penang,宗教,98,Malaysia,5.4081675,100.371344
北海天公坛,Persatuan Penganut Tian Gong Tan Butterworth Seberang Perai,,"No.1590, Jalan Pa' Abu, Butterworth.",Penang,宗教,98,Malaysia,5.4128229,100.3743314
北海南天宫,"Rumah Berhala Nam Thean Kong Butterworth, Jalan Mengkuang, Seberang Perai.",,"No.6838, Jalan Mengkuang, Butterworth.",Penang,宗教,98,Malaysia,5.4162999,100.375064
北海南天宫三太子,Pertubuhan Penganut Nan Tian Gong San Tai Zi Butterworth Seberang Perai,,"No.3492, Jalan Raja Uda, Butterworth.",Penang,宗教,98,Malaysia,5.4148265,100.3791863
北海摩哈末沙鸭律普渡,Pertubuhan Phor Thor Jalan Mohd Saad Butterworth Seberang Perai,,"63 Jalan Mohd Saad, Butterworth.",Penang,宗教,98,Malaysia,5.4286038,100.3802358
北海天君庙,Pertubuhan Penganut Tian Jun Miao Butterworth,,"14, Lintang Bonga Tanjung, Off Jalan Raja Uda, 12300 Butterworth, Penang.",Penang,宗教,98,Malaysia,5.4264794,100.3829804
北海双溪浮游福德祠,"Persatuan Penganut Dewa Hock Teik Sg. Puyu, Butterworth Seberang Perai Utara",,"No.40, Sg. Puyu, Butterworth, Seberang Perai Utara.",Penang,宗教,98,Malaysia,5.4484202,100.3963219
北海双溪浮油灵星堂,Jawatankuasa Perayaan Leng Seng Tong Sg. Puyu Butterworth,,"Lot 1030, Jalan Besar Sg. Puyu, 13020 Butterworth.",Penang,宗教,98,Malaysia,5.4485941,100.3967821
槟城阿依淡福德正神(1994),Persatuan Penganut Dewa Hock Teik Cheng Sin Air Itam Pulau Pinang (1994),,"607-F Balik Pulau Road, Air Itam, Pulau Pinang.",Penang,宗教,99,Malaysia,5.4023112,100.2769733
槟城亚依淡福德正神会,Persatuan Penganut Dewa Hock Teik Cheng Sin (1994),,"607-F, Jalan Balik Pulau, Air Itam, 11500 Pulau Pinang.",Penang,宗教,105,Malaysia,5.4022112,100.2769733
槟城阿依淡垄尾大伯公庙,Rumah Berhala Tua Peh Kong Paya Terubong Aye Itam Pulau Pinang,,"1257-1, Paya Terubong Road, Ayer Itam, Pulau Pinang.",Penang,宗教,99,Malaysia,5.3924648,100.2758826
槟城阿依淡市区普渡,"Pertubuhan Perayaan Phor Thor, Pekan Air Itam, Pulau Pinang",,"85-M MK. 13, Kg. Air ltam, Pulau Pinang.",Penang,宗教,99,Malaysia,5.402743,100.2782329
槟城甘光峇鲁及跑马园庆赞中元,Pertubuhan Perayaan Teong Guan Kg. Bahru & Taman Lumba Kuda Pulau Pinang,,"330 MK 16, Kg. Bahru, Ayer Itam, Pulau Pinang.",Penang,宗教,102,Malaysia,5.402643,100.2782329
槟城阿依淡蝙蝠洞大伯公理事会,Pertubuhan Penganut Dewa Tua Pek Kong Gua Kelawar Lower Hill Railway Air Itam Pulau Pinang.,,"355-D Jalan Keat Estate, Pulau Pinang.",Penang,宗教,99,Malaysia,5.42215,100.314209
吡叻冷龙里宫,Pertubuhan Penganut Dewa Leong Lee Keong Pulau Pinang,,"101, Lorong Perak, Pulau Pinang.",Penang,宗教,99,Malaysia,5.4027151,100.3176816
北赖慈云宫观音亭,Rumah Berhala Tzu Yun (Kuan Im Teng) Perai (Tzu Yun Keong),,"1824, Taman Kepar, 13600 Perai.",Penang,宗教,99,Malaysia,5.3847455,100.3849437
北赖观音庙,Rumah Berhala Kuan Im Perai Seberang Perai,The Perai Temple Of Goddes Of Mercy Province Wellesley,"No.15, Lorong Senangin 5, Seberang Perai.",Penang,宗教,99,Malaysia,5.3836673,100.3855197
北赖凤凰花园斗母宫,Persatuan Penganut Dewa Tau Bo Keong Taman Inderawasih Perai Seberang Perai Pulau Pinang,,"2667 Jalan Chain Ferry, Taman Inderawasih, Perai, Seberang Perai.",Penang,宗教,99,Malaysia,5.3906364,100.3890952
北海西天宫,Persatuan Penganut Dewa Xie Tian Gong Butterworth,,"No.5748, Jalan Ong Yi How, Butterworth, Seberang Perai Utara.",Penang,宗教,99,Malaysia,5.4307804,100.3927329
北赖浸信教会,Gereja Baptis Perai,Perai Baptist Church,"No.50-52 Tingkat Kurau 8, Hai Leng Park, Perai.",Penang,宗教,99,Malaysia,5.3862095,100.3967391
槟城阿依淡水坝大伯公庙,Pertubuhan Persatuan Penganut Dewa Tua Peh Kung Air Itam Pulau Pinang,,"617-H, Balik Pulau Road, Air Itam, 11500 Penang.",Penang,宗教,100,Malaysia,5.4018479,100.276816
槟城阿依淡太上老君,Persatuan Penganut Rumah Berhala Thai Seong Loh Koon Air Itam Pulau Pinang,,"199-A Jalan Lintang, Mukim 16, Air Itam, Pulau Pinang.",Penang,宗教,100,Malaysia,5.4056035,100.2773074
槟城阿依淡中坛元帅,Persatuan Penganut Dewa Tiong Tuah Guan Suay (Tean Seng Tuah) Air Itam,,"353-F Belakang Lorong, Taman Cantik 3, Air Itam, Pulau Pinang.",Penang,宗教,100,Malaysia,5.4107617,100.280897
槟城打枪埔斗母宫玉皇大帝,Persatuan Penganut Dou Mu Gong Jiu Wang Da Di Padang Tembak Pulau Pinang,,"No.C 14, Rumah Pangsa Padang Tembak, Pulau Pinang.",Penang,宗教,100,Malaysia,5.408989,100.292315
槟城大曼吾大马盂兰胜会协会,Pertubuhan Perayaan Yu Lan Taman Utama Pulau Pinang,,"1-17-7 Lintang Minden Dua, Gellugor, Pulau Pinang.",Penang,宗教,100,Malaysia,5.3600173,100.2958572
槟城白云山观音庙,Pertubuhan Penganut Dewi Kwan Yim Mt. Erskine Pulau Pinang,,"No.675 Lebuhraya Halia MK.18, Mt. Erskine, Pulau Pinang.",Penang,宗教,100,Malaysia,5.4482443,100.2960588
槟城大英义学园庆赞中元,Pertubuhan Perayaan Teong Guan Taman Free School Pulau Pinang,Teong Guan Taman Free School Pulau Pinang,"KN 2-1, Taman Free School Pulau Pinang.",Penang,宗教,100,Malaysia,5.405304,100.3114829
槟城阿依淡水霸半山太上老君（莲花洞）,Persatuan Penganut Dewa Tai Seong Lau Koon (Lean Wah Thong) Air Itam,,"No.316 E, Jalan Perak, 11600 Pulau Pinang.",Penang,宗教,100,Malaysia,5.4011064,100.314507
槟城紫竹林法坛,Chee Chu Lin Fa Than,,"316-F, Jalan Perak, 11600 Pulau Pinang.",Penang,宗教,106,Malaysia,5.4010064,100.314507
槟城慈德宫,Persatuan Penganut Dewa Ci De Gong Pulau Pinang,,"2, Gat Lebuh Armenian, 10300 Pulau Pinang.",Penang,宗教,100,Malaysia,5.4138701,100.3388671
槟城浮罗山背东山宫,Pertubuhan Penganut Dewa Tung San Kung Balik Pulau Pulau Pinang,,"573 MK D, Jalan Kuala Baru, Balik Pulau, Pulau Pinang.",Penang,宗教,101,Malaysia,5.3532534,100.2004611
槟城浮罗徳教会紫滨阁,Persatuan Pendidikan Akhlak Chee Pin Kor,Chee Pin Kor Moral Urlif Ting Society,"404, Jalan Besar, Pekan Balik Pulau, 11000 Balik Pulau, Pulau Pinang.",Penang,宗教,101,Malaysia,5.351427,100.235765
槟城浮罗山背公芭中元盂兰胜会,Pertubuhan Perayaan Teong Guan Yu Lan Sheng Hui Teluk Kumbar Pulau Pinang,,"1038 MK.9 Teluk Kumbar, Bayan Lepas.",Penang,宗教,101,Malaysia,5.294079,100.2541301
槟城浮罗山背公芭清水祖师庙,Persatuan Pengganut Dewa Cheng Chooi Chor Soo Teluk Kumbar Pulau Pinang,,"156 MK.9, Teluk Kumbar, Pulau Pinang.",Penang,宗教,101,Malaysia,5.293979,100.2541301
槟城丹绒武雅福德祠,Tanjong Bunga Hock Teik Soo,,"534-A, Tanjong Bungah, 11200 Pulau Pinang.",Penang,宗教,101,Malaysia,5.4667361,100.2886847
中华游泳公会,,Chinese Swimming Club,"562, Tanjong Bungah, 11200 Pulau Pinang.",Penang,体育联谊,130,Malaysia,5.4666361,100.2886847
槟城佛教居士林,,Penang Lay Buddhist Society,"2V, Jalan Beriksa Satu Bandar Baru Air Itam, 11500 Pulau Pinang.",Penang,宗教,101,Malaysia,5.3862796,100.2816655
槟城丹绒道光斗母宫九皇大地,Persatuan Penganut Agama Buddha Tao Boh Keong (Kew Ong Tai Tay) Tanjong Tokong,,"74 Tanjong Tokong Road, Tanjong Tokong, Pulau Pinang.",Penang,宗教,101,Malaysia,5.4414131,100.3070278
槟城德教会紫云阁,,Che Hoon Khor Moral Uplifting Society,"No.360, Jalan Macalister, 10450 Penang.",Penang,宗教,101,Malaysia,5.4226603,100.3052852
德教会紫云阁福利基金,Yayasan Pertubuhan Pendidikan Akhlak Che Hoon Khor Pulau Pinang,,"No.360, Macalister Road, Pulau Pinang.",Penang,慈善福利,132,Malaysia,5.4225603,100.3052852
槟城二条路斗母宫,Pertubuhan Penganut Agama Buddha Tow Moo Keong Pulau Pinang,,"12, Noordin Street, 10300 Pulau Pinang.",Penang,宗教,101,Malaysia,5.4111126,100.3322958
槟城风山宫,Persatuan Pengganut Dewa Hong San Keong,Penang Hong San Keong Devotees Association,"No.l, Gat Lebuh Presgrave F'Shore, Penang.",Penang,宗教,101,Malaysia,5.4096034,100.3326747
槟城斗母宫九皇大帝坛,Tow Boe Keong Kew Ong Tai Tay Keong Tnuah Penang,,"No.l, Lintang Macallum 2, Pulau Pinang.",Penang,宗教,101,Malaysia,5.403443,100.334272
彩虹念佛中心,Dewan Buddhist Pelangi Chai Hoong Nien Fo,,"Blok 9-1-2 Lintang Macallum Dua, 10300 Georgetown, Penang.",Penang,宗教,107,Malaysia,5.403343,100.334272
槟城浮罗新路头七圣宫,Pertubuhan Penganut Dewi Chit Seng,,"Tokong Chit Seng, Lot 455, Jalan Bahru, Mk-D, 11000 Balik Pulau, Penang.",Penang,宗教,102,Malaysia,5.3521987,100.2104858
七圣宫,"Pertubuhan Penganut Dewi Chit Seng Jalan Bahru, Batik Pulau, Pulau Pinang",,"Tokong Chit Seng, Lot 455 Jalan Bahru, MK D, Balik Pulau, Pulau Pinang.",Penang,宗教,115,Malaysia,5.3520987,100.2104858
槟城浮罗山背玄天上帝庙,Rumah Berhala Hean Tean Seang Tee Balik Pulau,Heap Tean Seang Tee Temple Balik Pulau,"Heap Tean Seang Tee Temple K 4, Main Road, Balik Pulau, Penang.",Penang,宗教,102,Malaysia,5.350316,100.2349501
槟城峇六拜广东暨汀州大伯公庙,Persatuan Pengganut Dewa Tok Pek Kong Kwang Tung Dan Teng Chow Bayan Lepas,,"Daerah Barat, Daya Pulau Pinang, 1241, Main Road, Bayan Lepas.",Penang,宗教,102,Malaysia,5.294464,100.2593272
槟城过山天灵坛中坛元帅,Pertubuhan Penganut Dewa Thean Leng Thuan Bayan Lepas Pulau Pinang,,"308 Blok-G, MK-12, Sg. Tiram, Pulau Pinang.",Penang,宗教,102,Malaysia,5.3024122,100.2757968
槟城观音亭,Persatuan Pengganut Kuam Im Tean Pulau Pinang,,"No.22, Jalan Germang, Jelutong, Pulau Pinang.",Penang,宗教,102,Malaysia,5.3950124,100.310501
槟城华能佛教学会,Pertubuhan Buddhist Wat-Nern Pulau Pinang,Penang Wat-Nern Buddhist Society,"42, Solok Rawang (Off Jalan P. Ramlee), 10460 Penang.",Penang,宗教,102,Malaysia,5.411762,100.311904
槟城惠巴帝爷宫,Rumah Berhala Hui Aun Teh Ean Kong Pulau Pinang,,"418 Jalan Perak, Pulau Pinang.",Penang,宗教,102,Malaysia,5.392079,100.3133429
槟城济公活佛庙,Pertubuhan Penganut Dewa Ci Kung Pulau Pinang,,"No.19 Lorong Perak, Pulau Pinang.",Penang,宗教,102,Malaysia,5.3998509,100.3197113
槟城济公仙师庙,Persatuan Pengganut Dewa Chek Kong Sien Soo Pulau Pinang,,"No.23-G-4 Solok Sg. Pinang, Jeluton, Pulau Pinang.",Penang,宗教,102,Malaysia,5.4000089,100.3264605
槟城观音阁念佛会,Kuan Im Kok Liam Hood Hoay Penang,,"46, Jalan Datuk Keramt, Pulau Pinang.",Penang,宗教,102,Malaysia,5.413838,100.3276019
凤田社,Hong Tean Seah,,"No.46, Dato Kramat Road, Pulau Pinang.",Penang,体育联谊,127,Malaysia,5.413803451,100.3276495
华岩寺善後会,,Huah Giam Temple Provident Fund Penang,"46, Dato Kramat Road, Pulau Pinang.",Penang,慈善福利,133,Malaysia,5.413747549,100.3276313
同善互助会,,Tong Sian Provident Fund,"No.46, Dato Kramat Road, Pulau Pinang.",Penang,慈善福利,135,Malaysia,5.413747549,100.3275725
—德互助会,,It Tek Benefit Society Penang,"No.46, Dato Keramat Road, Pulau Pinang.",Penang,慈善福利,136,Malaysia,5.413803451,100.3275543
槟城美湖广福宫,Rumah Berhala Kong Hock Keong,,"136, MK8, Gertak Sangggul, 11910 Bayan Lepas, Pulau Pinang.",Penang,宗教,103,Malaysia,5.2848683,100.1941399
美湖广福宫庙,,Kong Hock Keong Temple,"17, Gertak Sanggul, 11910 Pulau Pinang.",Penang,宗教,114,Malaysia,5.2847933,100.1941832
美湖朱家中家拳体育及文化协会,Persatuan Kebudayaan & Sukan Choo Kar Chong Kar KuanGertak Sanggul,,"337, Mk8, Gertak Sanggul, 11910 Pulau Pinang.",Penang,体育联谊,128,Malaysia,5.2847933,100.1940966
槟城垄尾南山大伯公,"Pertubuhan Penganut Dewa Lam Suah Tuah Peh Kong, Paya Terubong Pulau Pinang",,"No.6, Jalan Oriental Paya Terubong, Pulau Pinang.",Penang,宗教,103,Malaysia,5.373954,100.2777908
槟城垄尾(尾区)庆赞中元盂兰胜会,Pertubuhan Perayaan Teong Guan Yu Lan Sheng Hui Ujong Paya Terubong Pulau Pinang,,"1098-C Mkl3, Jalan Paya Terubong, 11060 Pulau Pinang.",Penang,宗教,103,Malaysia,5.3708885,100.275006
槟城垄尾龙沙花园组屋公寓暨小贩庆赞中元,Pertubuhan Perayaan Phor Thor Taman Terubong Jaya Paya Terubong Pulau Pinang,,"41-G-3, Tingkat Paya Terubong 4, 11060 Pulau Pinang.",Penang,宗教,103,Malaysia,5.3732994,100.2783513
槟城南山寺,Persatuan Penganut Dewa Lam Sun Shih Pulau Pinang,,"No.C-C87 MK 12, Sg. Nibong Kecil Pulau Pinang.",Penang,宗教,103,Malaysia,5.332831,100.2870629
槟城霹雳令福天宫大伯公,Persatuan Penganut Dewa Hock Theang Kwong Tua Pek Kong Pulau Pinang,,"No.168, Pintasan Permacar 3, Taman Tun Sardon, Pulau Pinang.",Penang,宗教,103,Malaysia,5.371698,100.3023821
槟城南海观世音菩萨庙,Persatuan Penganut Dewi Lam Hai Kuan Say Im Por Sat Pulau Pinang,,"355-N, Lengkok Pemancar, Pulau Pinang.",Penang,宗教,103,Malaysia,5.3708621,100.3076277
槟城棉兰双溪等区盂兰胜会,Pertubuhan Menyambut Perayaan Teong Guan Kawasan Medan Sungkai,,"31 Medan Sungkai, Pulau Pinang.",Penang,宗教,103,Malaysia,5.4071963,100.3102982
槟城霹雳泠郭龙殿四府王爷,Persatuan Penganut Dewa Si Ong Hoo (Koay Leong Tean) Pulau Pinang,,"302 B, Jelutong Barat Jelutong, Pulau Pinang.",Penang,宗教,103,Malaysia,5.3892931,100.3113272
槟城清水祖师,Persatuan Penganut Dewa Cheng Chooi Chor Soo Pulau Pinang,,"T 11837 (sebelah kanan) 217, Jelutong Barat 11600 Pulau Pinang.",Penang,宗教,104,Malaysia,5.389258551,100.3113748
郭龙殿四王府,Persatuan Penganut Dewa Si Ong Hoo(Koay Leong Tean) Pulau Pinang,,"207C, Jelytong Barat, 11600 Pulau Pinang.",Penang,宗教,111,Malaysia,5.389202649,100.3113566
雷阴寺,"Persatuan Penganut Dewa Looi Im Si Jelutong Barat, Pulau Pinang",,"277-F, Jelutong Barat, Pulau Pinang.",Penang,宗教,113,Malaysia,5.389202649,100.3112978
日落洞灵隐寺济公活佛,Persatuan Penganut Dewa Chek Kong Wak Hoot (Lin Yang Si) Pulau Pinang,,"NO. 244-W Jelutong Barat, Pulau Pinang.",Penang,宗教,115,Malaysia,5.389258551,100.3112796
槟城哪吒庙,Pertubuhan Penganut Dewa Na Zha Pulau Pinang,,"67 Gat Lebuh Presgrave, Pulau Pinang.",Penang,宗教,103,Malaysia,5.4094643,100.3330068
槟城哪吒宫,Persatuan Penganut Dewa Loh Chia Keong,,"No.3, Cheap Side, Chulia Street, Pulau Pinang.",Penang,宗教,103,Malaysia,5.4183426,100.3362178
槟城石公天和堂,Pertubuhan Penganut Dewa Teik San Tai Huat Soo (Thean Hoe Tong) Pulau Pinang,,"600F Jalan Air Itam, MK16 Air Itam, Pulau Pinang.",Penang,宗教,104,Malaysia,5.4013,100.2781
槟城琼谊南天宫,Persatuan Kheng Yee Nam Hin Kong Pulau Pinang,,"No.534, Tanjong Bungah, Pulau Pinang.",Penang,宗教,104,Malaysia,5.4661926,100.2865073
槟城双溪赖九皇大帝(斗母宫),Persatuan Penganut Dew Kew Ong Tai Tai (Tow Boe Keong) Sg. Dua Pulau Pinang,,"No.G-G-27, Lorong Helang 3, Desa Permai Indah, Sg. Duo, Pulau Pinang.",Penang,宗教,104,Malaysia,5.3484545,100.2981509
槟城双溪赖黄老仙师,Pertubuhan Penganut Dewa Wang Lao Sean Shu Sg. Dua Pulau Pinang,,"No.798C, Lorong Sg. Dua, Kampung Sg. Dua, Pulau Pinang.",Penang,宗教,104,Malaysia,5.3434653,100.2979781
槟城日莲宗佛教会,Persatuan Penganut Buddha Nichiren Shochu Hokkeko Pulau Pinang,,"5-02-05. Green Lane Height, Pulau Pinang.",Penang,宗教,104,Malaysia,5.391272,100.296666
槟城释迦摩尼佛,Pertubuhan Penganut Dewa Shi Jia Mo Ni Fo Pulau Pinang,,"6 Tingkat Jelutong, Jelutong, Pulau Pinang.",Penang,宗教,104,Malaysia,5.3866474,100.3101718
槟城三慧讲堂,,The Buddhist Triple Wisdom Hall,"Wisdom Hall No.5, Pangkor Road.",Penang,宗教,104,Malaysia,5.426467,100.3192947
槟城清海无上师禅定学会,Persatuan Meditasi Ching Hai Wu Shang Shih Pulau Pinang,,"No.66, Jalan Dunlop, Pulau Pinang.",Penang,宗教,104,Malaysia,5.414097,100.319532
