Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country
槟州各姓氏宗祠联委会,"Majlis Klan Cina, Pulau Pinang",Penang Chinese Clan Council,"48, Jalan Pinfal Tali, 10100 Penang.",Penang,血缘,73,Malaysia
陈氏联宗社,Persatuan Tan Si Lean Chong Seah,Tan Si Lean Chong Seah,"153, Lebuh Carnarvon, 10100 Pulau Pinang.",Penang,血缘,73,Malaysia
垂统堂邱公司,Swee Thong Tong Khoo Kongsi,,"377, Beach Street, 10300 Pulau pinang.",Penang,血缘,73,Malaysia
槟州南阳堂叶氏宗祠,Lum Yeong Tong Yap Temple,,"71, Armenian Street, 10200 Penang.",Penang,血缘,73,Malaysia
大山脚黄氏江夏堂,Persatuan Kung Har Tong B.M.,,"No.17, Jalan Aston, 14000 Bukit Mertajam, Province Wellesley.",Penang,血缘,73,Malaysia
大山脚陈氏颍川堂,Persatuan Tan Sze Eng Chuan Tong Bukit Mertajam,,"1807, Jalan Tanah Liat, 14000 Bukit Mertajam, Seberang Perai Tenga, Pulau Pinang.",Penang,血缘,73,Malaysia
大山脚林氏西河堂,Lim Si Say Ho Tong Bukit Mertajam,,"254, Jalan Dato Ooi Chooi Cheng, 14000 Bukit Mertajam, Pulau Pinang.",Penang,血缘,73,Malaysia
大山脚洪氏敦煌堂,Persatuan Ang Si Toon Hong Tong Bukit Mertajam,,"1656, Jalan Kulim, Taman Machong Bubok, 14020 Bukit Mertajam, Seberang Prai Tengah.",Penang,血缘,73,Malaysia
槟州各姓氏青年团联合委员会 ,Gabungan Belia Persatuan Klan Cina Pulau Pinang,Clan Associations Youth Committee Penang,"38-GF, Kompleks AAasyarakat Penyayang",Penang,血缘,73,Malaysia
黄氏宗祠,Wong Si Clan Temple,,"21, Mk-4, Batu Itam Balik Pulau, 11000 Pulau Pinang.",Penang,血缘,74,Malaysia
方氏宗祠河南堂,Persatuan Keturunan Fang Sze Chung Tzu Hur Nan Tang Pulau Penang,,"1, Jalan Masjid, 10200 Pulau Pinang.",Penang,血缘,74,Malaysia
黄氏宗和社,Ooi Si Chong Hoe Seah,,"No.ll2, Jalan Jelutong, 11600 Pulau Pinang.",Penang,血缘,74,Malaysia
冯氏始平堂,Foong See Chie Peng Tong,Fong See Chie Peng Tong,"16C, Lorong Aboo Siti, 10400 Penang.",Penang,血缘,74,Malaysia
洪氏敦煌堂,Ang Si Toon Hong Tong,,"67, Lorong Selamat, 10400 Pulau Pinang.",Penang,血缘,74,Malaysia
杜氏清鸾社,Toh Si Cheng Luan Seah,,"18, Cintra Street, 10100 Pulau Pinang.",Penang,血缘,74,Malaysia
傅氏宗祠,Por Si Chong Soo,,"26, Lorong Prangin, 10100 Pulau Pinang.",Penang,血缘,74,Malaysia
金山堂邱公司,Pertubuhan Kongsi Khoo Kim Sah Tong (Gim Pang) Pulau Pinang,,"C/O Leong San Tong Khoo Kongsi No.18, Cannon Square, Pulau Penang.",Penang,血缘,74,Malaysia
九龙堂林公司,Kew Leong Tong-Lim Kongsi,,"234 Beach Street, Pulau Pinang.",Penang,血缘,74,Malaysia
帝君胡公司,Tay Koon Oh Kongsi,,"70, Penang Street, 10200 Penang.",Penang,血缘,74,Malaysia
鼎美胡氏敦睦堂,Teng Bee Oh Toon Bok Tong,,"70, Penang Street, 10200 Penang.",Penang,血缘,74,Malaysia
大山脚苏许连颜谭巫总祠,Saw Khaw Lean Ghean Thum Boo Chong Shu,,"4, Lorong Melor, 14000 Bukit Mertajam, Penang.",Penang,血缘,74,Malaysia
雷方邝宗祠溯源堂,Looi Fong Khong Chung Tzu Su Goon Tong Su Goon Tong,,"1, Jalan Masjid, 10200 Pulau Pinang.",Penang,血缘,75,Malaysia
梁氏家庙,Leong See Kah Miew,,"65, Jalan Perak, 10150 Penang.",Penang,血缘,75,Malaysia
梁氏宗祠(梅镜堂),Neoh Si Chong So (Moi Keng Tong),,"99, Jalan Seang Teik, 10400 Penang.",Penang,血缘,75,Malaysia
马来西亚洪氏敦煌堂,Ang Si Toon Hong Tong Semenanjung Malaysia,,"67, Lorong Selamat, 10400 Penang.",Penang,血缘,75,Malaysia
马来西亚吕氏公会,Persatuan Keturunan Loo Malaysia,Malaysia Loo See Association,"28, Lorong Macalister, 10400 Pulau Pinang.",Penang,血缘,75,Malaysia
马来西亚苏许连宗祠暨青年团,Saw Khain Lean (Heah) Chong Shee Malaysia,,"36, Jalan Burmah, 10050 Pulau Pinang.",Penang,血缘,75,Malaysia
刘氏公会,,Low Clan Association,"89, Jalan Magazine, 10300 Pulau Pinang.",Penang,血缘,75,Malaysia
廖氏宗祠,Persatuan Leow Pulau Pinang,Penang Leow Association,"1, Jalan Sungai Ujong, 10100 Penang.",Penang,血缘,75,Malaysia
龙山堂邱公司,Trustees Of Leong San Tong Khoo Kongsi (Penang) Registered,,"18, Cannon Square, 10200 Penang.",Penang,血缘,75,Malaysia
马来西亚戴氏家族会,Persatuan Keturunan Tye Malaysia,,"20, Lorong Stewart, 10200 Pulau Pinang.",Penang,血缘,75,Malaysia
林公司敦本堂,Lim Kongsi Toon Pun Tong,,"234,Leboh Pantai, 10300 Pulau Pinang.",Penang,血缘,75,Malaysia
林氏勉述堂,Lim Sz Bian Soot Tong Penang,," 234,Leboh Pantai, 10300 Pulau Pinang.",Penang,血缘,75,Malaysia
马来西亚尢氏卿田堂,Ewe Si Kheng Tian Tong Kheng Tian Tong Yew Kongsi,,"376-Q, Jalan Perak, 11600 Pulau Pinang.",Penang,血缘,76,Malaysia
王氏家族龙泳社,,Ong Si Leng Eng Seah Family Association,"19, Khaw Sim Bee Road, Pulau Pinang.",Penang,血缘,76,Malaysia
孙氏公会,Persatuan Kaum Soon Pulau Pinang,Penang Soon Clan Association,"83, Jalan Petanl， 10150 Penang.",Penang,血缘,76,Malaysia
马来西亚徐余涂佘同宗会,,Chee Yee Thor Seah Clan Association,"15, Kek Chuan Road, 10400 Penang.",Penang,血缘,76,Malaysia
苏许连宗祠,Saw Khaw Lean Chong Shu,,"36, Jalan Burmah, 10050 Pulau Pinang.",Penang,血缘,76,Malaysia
马来西亚王氏公会联合会,Persekutuan Persatuan-Persatuan Ong(Wang) Malaysia,,"436 Penang Road, Pulau Pinang.",Penang,血缘,76,Malaysia
汪氏平阳堂,Penang State Ong Peng Yeong Tong,,"No.18, Lebuh Katz, 10300, Pulau Pinang.",Penang,血缘,76,Malaysia
威南、吉南及吉辇六桂堂,Pers Keturunan Ang Kang Ung Fang Kong & Wang (Liu Kwee Tang) Seberang Perai Selatan Kedah Selantan & Krian,,"No.3241 Jalan Victoria, Nibong Tebal, Seberang Perai Selatan.",Penang,血缘,76,Malaysia
威南温黄王郭陆宗亲会,"Persatuan Kaum Nisab Oon, Ng, Ong, Koay, Lok Nibong Tebal",,"No.34, Jalan Pengkalan Rawa, Nibong Tebal Seberang Perai.",Penang,血缘,76,Malaysia
威吉杨氏弘农堂,Persatuan Yeoh Si Hong Long Tong Province Wellesley & Kedah,,"2476 (1st Floor) Jalan Kulim, Bukit Mertajam, Penang.",Penang,血缘,76,Malaysia
威南吉辇区古城会,Persatuan Koo Seah Hoay Daerah Krian Dan Seberang Perai Selatan,,"1983, Jawi Village, 14200 Sungai Bakap, Seberang Perai Selatan.",Penang,血缘,76,Malaysia
威南忠顺世家,Persatuan Tong Soon See Keh,,"124, Jalan Blok-G Pekan, 14200 Sungai Bakap, Seberang Perai Selatan.",Penang,血缘,76,Malaysia
威省林氏西河堂,Lim See Sai Hoe Tong,,"Lot No.548-549, Lorong Kobor, 12200 Butterworth, Province Wellesley.",Penang,血缘,77,Malaysia
威省洪氏宗祠,Ang Kongsi Seberang Perai,And Si Chong Soo Province Wellesley,"4150 Heng Choon Thian Road, Butterworth, Province Wellesley.",Penang,血缘,77,Malaysia
威省李氏公会,Persatuan Keturunan Kaum Lee Seberang Perai,,"TBP 4070, MK 14, Lorong Cempa, Butterworth.",Penang,血缘,77,Malaysia
威省陈氏颖川堂,Tan Si Eng Chuan Tong Province Wellesley,,"18, Jalan Kampong Paya, 12200 Butterworth, Province Wellesley.",Penang,血缘,77,Malaysia
威省吴氏宗祠,Persatuan Keturunan Kaum Goh Seberang Perai,,"No.1 Lorong Ceri Satu, 1330 Butterworth, Seberang Perai.",Penang,血缘,77,Malaysia
威省清河堂, Persatuan Cheng Hoe Tong ,,"6641, Jalan Raja Uda, 12300 Butterworth, Province Wellesley.",Penang,血缘,77,Malaysia
威省北海江夏堂黄氏宗祠,"Kang Har Tong Ooi Si Chong Soo, B.W.",,"287, Jalan Permatang Tengah, 13000 Butterworth, Pulau Pinang.",Penang,血缘,77,Malaysia
威省王氏太原堂,Kongsi Thye Guan Tong Ong Seberang Prai,,"6085, Kampung Baru, Off Sungai Puyu, 13020 Butterworth, Seberang Prai.",Penang,血缘,77,Malaysia
威省荣阳堂, Persatuan Keturunan Ying Yang Seberang Perai ,,"45, Tingkat 1, Jalan Keranji, Taman Mutiara, 14000 Bukit Mentajam, Seberang Perai Tengah, Pulau Pinang",Penang,血缘,77,Malaysia
威省马氏扶风社,Persatuan Keturunan Mah See Foo Fong Tong Seberang Perai,,"No.47, Jalan Betek Dua, Taman Sg. Rambai, Bukit Mertajam, Pulau Pinang.",Penang,血缘,77,Malaysia
威省大山脚陇西堂,Persatuan Long Say Tong Bukit Mertajam Seberang Prai,,"18, Jalan Betik, Taman Sri Jaya, 14000 Bukit Mertajam, Penang.",Penang,血缘,77,Malaysia
威省刘关张赵古城会,Persatuan Koo Siang Wooi,,"1722, Jalan Kulim, 14000 Bukit Mertajam, Penang.",Penang,血缘,77,Malaysia
宗盟社陈氏宗祠,Chong Beng Seah Tan Si Chong Soo,,"3833 Sungai Nibong, 11900 Pulau Pinang.",Penang,血缘,78,Malaysia
徐余涂佘同宗会,,Chee Yee Thor Seah Clan Association,"15, Jalan Keh Chuan, 10400 Pulau Pinang.",Penang,血缘,78,Malaysia
许氏高阳堂,Khaw Kongsi (Koe Yang Tong),,"36, Jalan Burmah, 10050 Pulau Pinang.",Penang,血缘,78,Malaysia
吴氏宗祠,Eng Leng Tong,,"22, Noorden Street, 10300 Pulau Pinang.",Penang,血缘,78,Malaysia
朱氏沛国堂,Choo Si Phai Kok Tong,,"30, Noordin Street, 10300 Penang.",Penang,血缘,78,Malaysia
颍川堂陈公司,Eng Chuan Tong Tan Kongsi,,"No. 28, Seh Tan Court, Beach Street, 10300 Penang.",Penang,血缘,78,Malaysia
谢氏福侯公公司,Cheah Si Hock Haw Kong Kongsi,,"No.8, Armenian Street, 10200 Penang.",Penang,血缘,78,Malaysia
伍氏家庙,Ng See Kah Miew,,"40, King Street, 10200 Penang.",Penang,血缘,78,Malaysia
永定胡氏安定堂,She Foo Kongsi Ann Teng Tong,,"70, Penang Street, 10200 Penang.",Penang,血缘,78,Malaysia
萧氏宗亲会,Persatuan Seow Pulau Pinang,The Seow Association Of Penang,"17, Jalan Limau Manis Satu, Taman Umau Manis, 14000 Bukit Mertajam.",Penang,血缘,78,Malaysia
武吉淡汶王氏太原堂,Thye Guan Tong (Ong Kongsi),,"13, Jalan Bukit Tambun, 14110 Province Wellesley.",Penang,血缘,78,Malaysia
祖奉家公司家族社,,Chor Hong Kah Kongsi Family Association,"81-E, Taman Jaya, 14000 Bukit Mertajam.",Penang,血缘,78,Malaysia
北马记者职工会,,Journalist Union Of North Malaysia,"21, Lorong Birch, Penang.",Penang,业缘,79,Malaysia
北马车商公会,Persatuan Peniaga-Peniaga Basikal & Motor Malaysia Utara,North Malaysia Cycle & Motor Traders's Association,"72-B, Jalan Anson, 10400 Penang.",Penang,业缘,79,Malaysia
安顺律万山商业公会,,Anson Rd. Market Traders' Association,"172, Jalan Seang Tek, 10400 Pulau Pinang.",Penang,业缘,79,Malaysia
北马华商洋货布疋公会,,The North Malayan Chinese Testile General Merchants Association,"38, 2nd Floor, Jalan Kuantan, 10150 Penang.",Penang,业缘,79,Malaysia
北马派报同业公会,,North Malaya Newspaper Distributor Association,"113, Malay Street, 10100 Penang.",Penang,业缘,79,Malaysia
北马酒商公会,Persatuan Saudagar 2 Minuman Keras Diutara Malaya,The North Malaya Liquor Traders'Association,"78 Love Lane, 10200 Pulau Pinang.",Penang,业缘,79,Malaysia
北马神料商公会,Persatuan Pedagang-Pedagang Barangan Sembahyang Semenajung Utara Malaysia,,"No. 38 Jalan Masjid Kapitan Keling, Pulau Pinang.",Penang,业缘,79,Malaysia
北马胶轮公会,Persatuan Tayar Malaysia Utara,North Malaysia Tyre Association,"11, Lorong Ceri 5, Taman Aman Jaya Off Jalan Raja Uda, 12300 Butterworth, Seberang Perai Utara.",Penang,业缘,79,Malaysia
北马脚车商业联合会,,North Malaya Bicycle Traders Association,"182, Jalan Besar, 14100 Simpang Ampat Seberang Perai Selatan, Pulau Pinang.",Penang,业缘,79,Malaysia
北马罗厘司机公会,Persatuan Pemandu-Pemandu Lori Utara Semenjung Malaysia,,"18, Lorong Maju 2, Pusat Perniagaan Maju, Jalan Megat Harun, 14000 Bukit Mertajam",Penang,业缘,79,Malaysia
北马罗厘车商业公会,Persatuan Perkhidmatan Pengangkutan Lori,,"6, Jalan Sepakat Taman Bandar Jaya, 14000 Bukit Mertajam, Pulau Pinang.",Penang,业缘,79,Malaysia
北马益疏石油气代理商公会,Persatuan Peniaga-Peniaga Essogas Utara Malaya,North Malaya Essogas Dealers Association,"10-B Ayer Itam Road, Pulau Pinang.",Penang,业缘,80,Malaysia
北马树胶厂暨装配商公会,,Northern Malaya Rubber Millers & Packers Association,"No.22, Lebuh Pitt (3rd Floor), Room 301-302 & 303, 10200 Penang.",Penang,业缘,80,Malaysia
槟城玻璃池滑万山同业公会,,Pg. Pulau Tikus Market Traders Association,"228-A, Jalan Burmah, 10350 Pulau Pinang.",Penang,业缘,80,Malaysia
槟城磁商公会,,Procelain Traders Association Penang,"107A, Jalan Che Rose, 10150 Pulau Pinang.",Penang,业缘,80,Malaysia
槟城厨业联合会,,Penang Chinese Cooks' Association,"26 B, Rangoon Road, 10400 Penang.",Penang,业缘,80,Malaysia
庇能华人机器公会,,Chinese Engineering Association,"9, Lorong Ceylon, 10050 Pulau Pinang.",Penang,业缘,80,Malaysia
北马铁厂商公会,,North Malaya Foundry Owners' Association,"No.35, Lebuh Katz, 10300 Penang.",Penang,业缘,80,Malaysia
槟城贩商总会,Gabungan Persatuan Penjaja Pulau Pinang & Seberang Perai,,"25, Jalan Sungai Ujong, 10100 Pulau Pinang.",Penang,业缘,80,Malaysia
庇能打金行,,Penang Goldsmith Association (Ta Kan Hong),"41, Muntri Street, 10200 Penang.",Penang,业缘,80,Malaysia
槟城潮商公会,Teo Siang Kong Sor,Teochew Merchants Association,"127, Chulia Street 10200 Penang.",Penang,业缘,80,Malaysia
北马药业公会,,North Malaya Patent Medicine & Herb Dealers Association,"4247, 2nd Floor, Jalan Kampong Benggali, 12200 Butterworth.",Penang,业缘,80,Malaysia
槟城缝业联合会,Persatuan Jahitan Pulau Pinang,Penang Tailoring Association,"9-B, Jalan Taman Binjai, Taman Sri Rambai， 14000 Bukit Mentajam.",Penang,业缘,80,Malaysia
槟城七条路菜市小商同业公会,Persatuan Penjual-Penjual Kecil Pasar Lebuh Cecil Pulau Pinang,,"Block 2G4, Lebuh Padang Tembak, 11400 Penang.",Penang,业缘,81,Malaysia
槟城摩多汽车商暨银业公会,,Penang & Province Wellesley Used Cars Autocycle Dealers & Motor Financiers Association,"48, Hamilton Road, 11600 Penang.",Penang,业缘,81,Malaysia
槟城建筑材料零售商公会,,Penang Building Materials Dealers Association,"270-B, Jalan Jelutong, 11600 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城福州咖啡公会,,The Foochow Coffee Shop Owner's Association,"160, Jalan Gurdwara, 10300 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城福商公会,Persatuan Saudagar Hokkien Pulau Pinang,Penang Hock Siang Association,"35, clarke Street, 10050 Penang.",Penang,业缘,81,Malaysia
槟城汽车司机公会,,Penang Motor Drivers' Association,"61, Lebuh Noordin, 10300 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城建造行,Penang Kin Cho Hong,,"27, Jalan Sri Bahari, 10050 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城理发电发公会,,Penang Hair Dressing And Hair Waving Association,"204, Jalan Prangin, 10100 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城聚贤金碹珠宝从业员公会,Kelab Choi Yin,,"No.41, Upstairs, Muntri Street Pulau Pinang.",Penang,业缘,81,Malaysia
槟城金银商业公会,,Gold & Silver Merchant Assn.,"25, Toh Aka Lane, 10100 Pulau Pinang.",Penang,业缘,81,Malaysia
槟城进出口商公会,Persatuan Pengimpot & Pengekspot Pulau Pinang,Penang Importers & Exporters Association,"Room 305, 3rd Floor, Penang Chinese Town Hall Building, No.22, Pitt Street, 10200 Penang",Penang,业缘,81,Malaysia
槟城米商公会,,Penang Rice Merchants' Association,"Room 304, 3rd Floor, Penang Chinese Town Hall Building 22, Pitt Street, 10200 Penang.",Penang,业缘,81,Malaysia
槟城亚依布底湖花园小贩公会,Persatuan Penjaja Air Putih,,"151, Jalan Air Putih, Air Itam, Penang.",Penang,业缘,82,Malaysia
槟城学生车公会,Persatuan Bas Sekolah Pulau Pinang,,"139-P Jalan Tan Sri Teh Ewe Lim, 11600 Penang.",Penang,业缘,82,Malaysia
槟城树胶公会,,Rubber Trade Association Of Penang,"No.22, Lebuh Pitt 3rd Floor Room 301, 302 & 303, 10200 Penang.",Penang,业缘,82,Malaysia
槟城小贩联合会,Persatuan Penjaja Penjaja Pulau Pinang,Penang Petty Traders' Association,"39A, Jalan Irawad, 10050 Penang.",Penang,业缘,82,Malaysia
槟城无线电商公会,,Radio Traders Association Of Penang & Province Wellesley,"14, Lebuh Melaka, 10400 Penang.",Penang,业缘,82,Malaysia
槟城小贩商业公会,,Penang Hawkers' Association,"25, Jalan Sungai Ujong, 10100 Pulau Pinang.",Penang,业缘,82,Malaysia
槟城亚齐商公会,"Persatuan Pedagang-Pedagang Atjeh, Pulau Pinang",Atjeh Traders Association Penang,"3rd Floor, Room 301, 302 & 303, 22, Lebuh Pitt, 10200 Penang.",Penang,业缘,82,Malaysia
槟城藤业公会,,Rattan Workers Association,"37, Kampong Melabar, 10100 Pulau Pinang.",Penang,业缘,82,Malaysia
槟城神料制造商公会,,Pg. & Pw Joss Stick Candal Joss Paper Manufacturers Association,"59, Jalan Kimberley, 10100 Pulau Pinang.",Penang,业缘,82,Malaysia
槟城三轮车车工友联合会,,Penang Trishaw Riders Association,"276, Macallum Street Ghaut, 10300 Pulau Pinang.",Penang,业缘,82,Malaysia
槟城屠业公所,Persatuan Penyembelih Babi Penang,,"62-C, Lebuh Kimberley, 10100 Pulau Pinang.",Penang,业缘,82,Malaysia
槟城汽车修理厂商公会,Persatuan Tuan-Tuan Empunya Bengkerl Kereta Motor Pulau Pinang,Penang Motor Vehicles Workshop Owner Association,"6466-J, Jalan Kg. Gajah, Butterworth.",Penang,业缘,82,Malaysia
槟华船廊公会,,Pg. Chinese Ship Builders Association,"33, Peng Aun Pier, Gat Presgrave St Ghaut, 10300 Pulau Pinang.",Penang,业缘,83,Malaysia
槟城中文报记者及摄影记者协会,Pertubuhan Wartawan Dan Jurugambar Akhbar Cina Pulau Pinang,,"9-2-8, Medan Lumba Juda, Jalan Sekolah La Salle, 11400 Penang.",Penang,业缘,83,Malaysia
槟城钟表同业公会,Persatuan Peniaga-Peniaga Jam Pulau Pinang,Penang Watch Dealers Association,"60, Lorong Selamat, 10400 Penang.",Penang,业缘,83,Malaysia
槟华建筑公会,,Penang Chinese Builders Association,"44, New Lane, 10400 Pulau Pinang.",Penang,业缘,83,Malaysia
槟城中医师公会,,Penang Chinese Physician Association,"61-C/63-C, 3rd Floor, Lebuh Tye Sin, 10300 Pulau Pinang.",Penang,业缘,83,Malaysia
槟城鱼商批发公会,Persatuan Pemborong-Pemborong Ikan Pulau Pinang,,"17, Jalan Chowrasta, 10100 Pulau Pinang.",Penang,业缘,83,Malaysia
槟岛蔬菜批发商公会,Persatuan Pemborong Sayur Sayuran Pulau Pinang,,"BG-14-T, Pasar Borong Gat Lebuh Macallum , 10300 Pulau Pinang.",Penang,业缘,83,Malaysia
槟华商业联合会,,Chinese Commercial Union,"210, Jalan Prangin, 10100 Pulau Pinang.",Penang,业缘,83,Malaysia
槟城杂货行,Persatuan Penjual Bahan Makanan,Grocers Association Penang,"4, Jalan Pintal Tali, 10100 Penang.",Penang,业缘,83,Malaysia
槟城椰肉贸易公所,,Penang Copra Exchange,"171, Lebuh Victoria, 10300 Pulau Pinang,",Penang,业缘,83,Malaysia
槟华兴和打金职工会,,Penang Chinese Heng Who Goldsmith Employees Union,"70, Lorong Riang, Taman Riang, 12300 Butterworth, Pulau Pinang.",Penang,业缘,83,Malaysia
槟城州机器厂商公会,Persatuan Industri-lndustri Fondri & Kejuruteraan Pulau Pinang,Penang State Foundry & Engineering Industries Association,"4B, 2nd Floor, Lorong Arowana 2, Permatang Pauh, 13500 Butterworth,Penong.",Penang,业缘,83,Malaysia
槟威摩多汽车商暨银业公会,,Penang & Province Wellesley Used Cars Autocycle Dealers Motor Financiers Association,"48, Jalan Hamilton, 11600 Pulau Pinang.",Penang,业缘,84,Malaysia
槟州当商公会,Persatuan Pajak Gadai Pulau Pinang,Penang Pawnbrokers' Association,"33, Anson Road, 10400 Pulau Pinang.",Penang,业缘,84,Malaysia
槟州广告牌业公会,Persatuan Pengiklan & Penanda Negeri Pulau Pinang,Penang Advertising & Signcrafts' Association,"46, Jalan Selangor, 10400 Pulau Pinang.",Penang,业缘,84,Malaysia
槟威制衣商公会,,The Penang & Province Wellesley Garment Association,"38, Jalan Kuntan, Penang.",Penang,业缘,84,Malaysia
槟威咖啡茶商公会,,The Penang And Province Wellesley Cafe Association,"91, Muntri Street Pulau Pinang.",Penang,业缘,84,Malaysia
槟吉玻酱园同业公会,Persatuan Perusahaan Kicap Negeri P.P. Kedah & Perlis,Soya Sauce Trade Association Penang Kedah & Perlis,"4, Jalan Pintal Tali, 10100 Penang.",Penang,业缘,84,Malaysia
槟榔屿中医学院毕业医师协会,Persatuan Graduan Maktab Perubatan Zhong Hua Pulau Pinang,,"69, Lebuh Muntri, 10200 Pulau Pinang.",Penang,业缘,84,Malaysia
槟榔屿中医中药联合会,,Penang Chinese Physician & Druggist Association,"69, Jalan Muntri, 10200 Pulau Pinang.",Penang,业缘,84,Malaysia
槟州建筑暨材料商公会,Persatuan Pembina Dan Pembekal Bahan Binaan Pulau Pinang,Penang Master Builders & Building Materials Dealers Association,"3rd Floor, Room 306 Penang Chinese Town Hall 22, Jalan Masjid Kapitan Keling, 10200 Penang.",Penang,业缘,84,Malaysia
槟州家具同业商会,Persatuan Pembuat Dan Penjual Perabut Pulau Pinang,Penang Furniture Manufacturers And Dealers Association,"11,1st Floor, Lorong Kelasah 1, Taman Kelasah, 13700 Seberang Jaya, Penang.",Penang,业缘,84,Malaysia
槟威农牧业联合会,Persatuan Penternak & Peladang Pulau Pinang & Seberang,Perai & Province Wellesley Farmers' Association,"96-B, Jalan Tembikai, Taman Mutiara, 14000 Bukit Mertajam.",Penang,业缘,84,Malaysia
槟州鸡鸭同业公会,Persatuan Penjual-Penjual Ayam Itek Pulau Pinang,,"C/O 96B, Jalan Tem bikaijam an Mutiara, 14000 Bukit Mertajam.",Penang,业缘,84,Malaysia
的士及出租车司机公会,Persatuan Pemandu-Pemandu Teksi Dan Kereta Sewa Seri Baru,,"No.128-H Batu Feringghi, Pulau Pinang.",Penang,业缘,85,Malaysia
槟州五金机械商公会,Persatuan Saudagar Logam Dan Jentera.Pulau Pinang,Penang Hardware And Machinery Merchants Association,"15-B Medan Angsana, Bandar Baru Air Itam, 11500 Penang.",Penang,业缘,85,Malaysia
打抢铺组屋区小贩同业公会,Persatuan Penjaja-Penjaja Dan Peniaga-Peniaga Kecil Rumah Pangsa Padang Tembak,Rifle Range Flats Hawkers And Pretty Traders Association,"55-G-4, Lorong Sempadan 2,11400 Ayer Itam, Penang",Penang,业缘,85,Malaysia
槟州屠业公所,Persatuan Penyembilah Babi,,"28-02-03, Jalan Sungai, 10150 Georgtown.",Penang,业缘,85,Malaysia
槟州鞋业公会,Persatuan Pengusaha Kasut Pulau Pinang,Penang Footwean Association,"No.80, Hutton Lane, 10050 Penang.",Penang,业缘,85,Malaysia
姑苏广存堂茶酒楼公会,Persatuan Restoran & Kedai Tea Koo Soo Kwong Choon Tong Pulau Pinang,,"59, Lebuh Muntri, 10200 Pulau Pinang.",Penang,业缘,85,Malaysia
槟州中华总商会,Dewan Perniagaan Tionghua Pulau Pinang,Penang Chinese Chamber Of Commerce,"9th Floor, Penang Chinese Town Hall Building, No.22, Jalan Masjid Kapitan Keling, 10200 Penang.",Penang,业缘,85,Malaysia
槟州神纸制造及神料商公会,Persatuan Pembuat Dan Peniaga Barang-Barang Sembahyang Cina Pulau Pinang,,"15 Lorong Mak Mandin, 5/1 Kawasan Perindustrian Mak Mandin, Butterworth.",Penang,业缘,85,Malaysia
槟州文具纸品商公会,Persatuan Penjual Kertas Dan Alatulis Pulau Pinang,,"6, Lorong Nagasari 26, Taman Nagasari, 13600 Prai, Pulau Pinang.",Penang,业缘,85,Malaysia
大山脚海产公会,,Marine Products Association Bukit Mertajam,"72, Jalan Bunga Raya, 14000 Bukit Mertajam.",Penang,业缘,85,Malaysia
大山脚伯公坛饭商协会,Persatuan Peniaga Kaw. Lrg. Tokong Bukit Mertajam. S.P.T.,,"18, Lorong Tokong 14000 Bukit Mertajam.",Penang,业缘,85,Malaysia
高渊小贩商业公会,Persatuan Penjaja Dan Peniaga Nibong Tebal,,"No.3678 Jalan Gharry Kuchi, Taman Nibong Tebal",Penang,业缘,85,Malaysia
水产公会,Chui Shun Kong Hui,Marine Produce Dealers Association,"63, Jalan Kebun Nyor, 10460 Penang.",Penang,业缘,86,Malaysia
马来西亚茶商公会,Persatuan Pedagang The Malaysia,Malaysia Tea Merchant Association,"201, Macalister Road, 10450 Penang.",Penang,业缘,86,Malaysia
马来西亚印刷商公会槟州分会,Persatuan Pencetak Malaysia (Penang Branch) Complex Sri Wonder,,"88-3-58, Lintang Sungai Pinang, 10150 Pulau Pinang.",Penang,业缘,86,Malaysia
万锦商会,,Chinese Drapers Guild,"38, 2nd Floor, Jalan Kuantan, 10150 Penang.",Penang,业缘,86,Malaysia
联商公会,Lean Seong Kong Hoay,,"88, Jalan Burna, 10050 Pulau Pinang.",Penang,业缘,86,Malaysia
鲁艺行,Noo Yee Hong,,"135, Jalan Pintal Tali, 10100 Pulau Pinang.",Penang,业缘,86,Malaysia
社尾方山同业公会,,Prangin Market Traders Association,"8G-117-T, Pasar Borong Gat Lebuh Macallum, 10300 Pulau Pinang.",Penang,业缘,86,Malaysia
马来西亚鱼网索络销售商公会,,Malaysia Fishing Net & Rope Dealers' Association,"457, Jalan Pantai, 10300 Pulau Pinang.",Penang,业缘,86,Malaysia
鲁班行,Loo Pun Hong,,"Love Lane, 10200 Penang.",Penang,业缘,86,Malaysia
广商公所,,Cantonese Merchant Association,"13, Love Lane, 10200 Pulau Pinang.",Penang,业缘,86,Malaysia
威北小贩联合会,Persatuan Peniaga-Peniaga Kecil Seberang Perai Utara,,"16(4632) Medan Melur Selatan, Jalan Raja Uda, 12300 Butterworth.",Penang,业缘,86,Malaysia
马章武莫区阿倪玛益美园贩商公会,Persatuan Perniaga Dan Penjaja Tmn Selamat Alma Dan Kawasan Macang Bubuk Bukit Mertajam,,"36, Lorong Rusa 2, Taman Selamat Alma, Bukit Mertajam.",Penang,业缘,86,Malaysia
